,Link,Posting Date,vacant_form,vacant_till
387,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Schwabing-West.8993628.html,16.10.2022,01.11.2022,"01.05.2023

"
388,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Obergiesing-Fasangarten.9679959.html,16.10.2022,01.11.2022,"

"
389,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Altstadt-Lehel.8731725.html,16.10.2022,28.10.2022,"30.11.2022

"
390,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Pasing-Obermenzing.9682915.html,16.10.2022,16.10.2022,"

"
391,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Au-Haidhausen.9665767.html,16.10.2022,01.11.2022,"31.03.2023

"
392,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Pasing-Obermenzing.9682688.html,16.10.2022,16.10.2022,"01.12.2022

"
393,https://www.wg-gesucht.de/1-zimmer-wohnungen-in-Munchen-Ludwigsvorstadt-Isarvorstadt.9339741.html,16.10.2022,01.12.2022,"30.06.2023

"
394,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Au-Haidhausen.8206941.html,16.10.2022,01.11.2022,"

"
395,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Schwabing-West.8971855.html,16.10.2022,15.11.2022,"28.02.2023

"
396,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Sendling-Westpark.9682831.html,16.10.2022,02.01.2023,"28.02.2023

"
397,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Hadern.9682839.html,16.10.2022,01.11.2022,"

"
398,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Maxvorstadt.8834024.html,16.10.2022,01.11.2022,"

"
399,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Obergiesing-Fasangarten.9394345.html,16.10.2022,15.02.2023,"

"
400,https://housinganywhere.com/de/s/M%C3%BCnchen--Deutschland/wg-zimmer?utm_source=wg-gesucht&utm_medium=affiliate&affiliate_partner_id=32473&utm_campaign=top-placement&utm_content=munich&utm_term=website,19.10.2022,20.10.2022,"

"
401,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Bogenhausen.9682665.html,16.10.2022,03.11.2022,"

"
402,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Bogenhausen.9682173.html,16.10.2022,01.11.2022,"31.12.2022

"
403,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Untergiesing-Harlaching.1811249.html,16.10.2022,01.11.2022,"

"
404,https://www.wg-gesucht.de/1-zimmer-wohnungen-in-Munchen-Schwabing-Freimann.7616040.html,16.10.2022,04.01.2023,"31.12.2024

"
405,https://www.wg-gesucht.de/wohnungen-in-Munchen-Ludwigsvorstadt-Isarvorstadt.8783927.html,16.10.2022,14.11.2022,"20.12.2022

"
406,https://www.wg-gesucht.de/wohnungen-in-Munchen-Laim.9682570.html,16.10.2022,01.11.2022,"01.11.2023

"
407,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Glockenbachviertel.9681488.html,16.10.2022,01.12.2022,"

"
408,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Berg-am-Laim.9670688.html,16.10.2022,01.12.2022,"

"
409,https://www.wg-gesucht.de/wohnungen-in-Munchen-Bogenhausen.9682566.html,16.10.2022,05.11.2022,"30.11.2022

"
410,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Neuhausen-Nymphenburg.9675679.html,16.10.2022,04.12.2022,"04.01.2023

"
411,https://www.wg-gesucht.de/1-zimmer-wohnungen-in-Munchen-Thalkirchen-Obersendling-Forstenried-Furstenried-S.9546573.html,16.10.2022,01.11.2022,"10.02.2023

"
412,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Schwabing-West.9558885.html,16.10.2022,01.11.2022,"

"
413,https://www.wg-gesucht.de/wohnungen-in-Munchen-Milbertshofen.9651555.html,16.10.2022,01.02.2023,"

"
414,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Berg-am-Laim.9673302.html,16.10.2022,01.12.2022,"

"
415,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Pasing-Obermenzing.9675415.html,16.10.2022,01.11.2022,"

"
416,https://www.wg-gesucht.de/1-zimmer-wohnungen-in-Munchen-Neuhausen-Nymphenburg.6547325.html,16.10.2022,01.12.2022,"25.03.2023

"
417,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Schwabing-West.9678944.html,16.10.2022,15.11.2022,"

"
418,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Untergiesing-Harlaching.9682396.html,16.10.2022,01.11.2022,"30.04.2023

"
419,https://www.wg-gesucht.de/wg-zimmer-in-Munchen-Maxvorstadt.9442821.html,16.10.2022,05.11.2022,"30.06.2023

"
